PERSON_ID,FIRST_NAME,LAST_NAME,TEAM,DESCRIPTION,ALL_NBA_TEAM_NUMBER,SEASON,MONTH,WEEK,CONFERENCE,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3
893,Michael,Jordan,Chicago Bulls,NBA Player of the Month,,1987-88,01/01/1988,,,Award,Kia Motors,KIPMO,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Month,,1987-88,11/01/1987,,,Award,Kia Motors,KIPMO,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Month,,1988-89,03/01/1989,,,Award,Kia Motors,KIPMO,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Month,,1988-89,12/01/1988,,,Award,Kia Motors,KIPMO,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Month,,1989-90,03/01/1990,,,Award,Kia Motors,KIPMO,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Month,,1989-90,12/01/1989,,,Award,Kia Motors,KIPMO,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Month,,1990-91,03/01/1991,,,Award,Kia Motors,KIPMO,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Month,,1990-91,04/01/1991,,,Award,Kia Motors,KIPMO,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Month,,1991-92,03/01/1992,,,Award,Kia Motors,KIPMO,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Month,,1992-93,11/01/1992,,,Award,Kia Motors,KIPMO,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Month,,1995-96,01/01/1996,,,Award,Kia Motors,KIPMO,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Month,,1996-97,11/01/1996,,,Award,Kia Motors,KIPMO,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Month,,1997-98,03/01/1998,,,Award,Kia Motors,KIPMO,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Month,,1997-98,12/01/1997,,,Award,Kia Motors,KIPMO,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1984-85,,1985-01-20T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1986-87,,1986-11-09T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1986-87,,1987-03-01T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1986-87,,1987-04-12T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1987-88,,1988-01-24T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1987-88,,1988-03-27T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1987-88,,1988-04-03T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1988-89,,1988-11-20T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1988-89,,1989-01-15T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1988-89,,1989-03-26T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1988-89,,1989-04-02T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1989-90,,1989-12-10T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1989-90,,1990-04-01T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1990-91,,1990-12-02T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1990-91,,1990-12-25T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1991-92,,1992-01-12T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1992-93,,1992-11-22T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1995-96,,1995-12-24T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1995-96,,1996-01-21T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1995-96,,1996-03-10T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1997-98,,1997-11-23T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1997-98,,1997-12-21T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Player of the Week,,1997-98,,1998-04-05T00:00:00,,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Washington Wizards,NBA Player of the Week,,2002-03,,2003-01-05T00:00:00,East,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Washington Wizards,NBA Player of the Week,,2002-03,,2003-03-02T00:00:00,East,Award,Kia Motors,KIPWK,
893,Michael,Jordan,Chicago Bulls,NBA Rookie of the Month,,1984-85,01/01/1985,,,Award,Kia Motors,KIRMO,
893,Michael,Jordan,Chicago Bulls,NBA Rookie of the Month,,1984-85,03/01/1985,,,Award,Kia Motors,KIRMO,
893,Michael,Jordan,Chicago Bulls,NBA Rookie of the Month,,1984-85,11/01/1984,,,Award,Kia Motors,KIRMO,
893,Michael,Jordan,Chicago Bulls,NBA Rookie of the Year,,1984-85,,,,Award,Kia Motors,KIROY,
893,Michael,Jordan,Chicago Bulls,NBA Sporting News Most Valuable Player of the Year,,1987-88,,,,Award,Sporting News,SNMVP,
893,Michael,Jordan,Chicago Bulls,NBA Sporting News Most Valuable Player of the Year,,1988-89,,,,Award,Sporting News,SNMVP,
893,Michael,Jordan,Chicago Bulls,NBA Sporting News Most Valuable Player of the Year,,1990-91,,,,Award,Sporting News,SNMVP,
893,Michael,Jordan,Chicago Bulls,NBA Sporting News Most Valuable Player of the Year,,1991-92,,,,Award,Sporting News,SNMVP,
893,Michael,Jordan,Chicago Bulls,NBA Sporting News Most Valuable Player of the Year,,1995-96,,,,Award,Sporting News,SNMVP,
893,Michael,Jordan,Chicago Bulls,NBA Sporting News Most Valuable Player of the Year,,1996-97,,,,Award,Sporting News,SNMVP,
893,Michael,Jordan,Chicago Bulls,NBA Sporting News Most Valuable Player of the Year,,1997-98,,,,Award,Sporting News,SNMVP,
893,Michael,Jordan,Chicago Bulls,NBA Sporting News Rookie of the Year,,1984-85,,,,Award,Sporting News,SNROY,
893,Michael,Jordan,USA,Olympic Gold Medal,,1984,,,,Award,Olympic,Gold,
893,Michael,Jordan,USA,Olympic Gold Medal,,1992,,,,Award,Olympic,Gold,
893,Michael,Jordan,,NBA All-Star,,1984-85,,,,Award,All-Star,,
893,Michael,Jordan,,NBA All-Star,,1986-87,,,,Award,All-Star,,
893,Michael,Jordan,,NBA All-Star,,1987-88,,,,Award,All-Star,,
893,Michael,Jordan,,NBA All-Star,,1988-89,,,,Award,All-Star,,
893,Michael,Jordan,,NBA All-Star,,1989-90,,,,Award,All-Star,,
893,Michael,Jordan,,NBA All-Star,,1990-91,,,,Award,All-Star,,
893,Michael,Jordan,,NBA All-Star,,1991-92,,,,Award,All-Star,,
893,Michael,Jordan,,NBA All-Star,,1992-93,,,,Award,All-Star,,
893,Michael,Jordan,,NBA All-Star,,1995-96,,,,Award,All-Star,,
893,Michael,Jordan,,NBA All-Star,,1996-97,,,,Award,All-Star,,
893,Michael,Jordan,,NBA All-Star,,1997-98,,,,Award,All-Star,,
893,Michael,Jordan,,NBA All-Star,,2001-02,,,,Award,All-Star,,
893,Michael,Jordan,,NBA All-Star,,2002-03,,,,Award,All-Star,,
893,Michael,Jordan,,NBA All-Star,,1985-86,,,,Award,All-Star,,
893,Michael,Jordan,Chicago Bulls,NBA Champion,,1990-91,,,,Award,Champion,,
893,Michael,Jordan,Chicago Bulls,NBA Champion,,1991-92,,,,Award,Champion,,
893,Michael,Jordan,Chicago Bulls,NBA Champion,,1992-93,,,,Award,Champion,,
893,Michael,Jordan,Chicago Bulls,NBA Champion,,1995-96,,,,Award,Champion,,
893,Michael,Jordan,Chicago Bulls,NBA Champion,,1996-97,,,,Award,Champion,,
893,Michael,Jordan,Chicago Bulls,NBA Champion,,1997-98,,,,Award,Champion,,
894,Ricky,Pierce,Milwaukee Bucks,NBA Player of the Week,,1990-91,,1990-12-30T00:00:00,,Award,Kia Motors,KIPWK,
894,Ricky,Pierce,Milwaukee Bucks,NBA Sixth Man of the Year,,1986-87,,,,Award,Sporting News,KISMY,
894,Ricky,Pierce,Milwaukee Bucks,NBA Sixth Man of the Year,,1989-90,,,,Award,Sporting News,KISMY,
894,Ricky,Pierce,,NBA All-Star,,1990-91,,,,Award,All-Star,,
896,Tim,Hardaway,Golden State Warriors,All-NBA,2,1991-92,,,1610612744,Award,Kia Motors,KIANT,
896,Tim,Hardaway,Golden State Warriors,All-NBA,3,1992-93,,,1610612744,Award,Kia Motors,KIANT,
896,Tim,Hardaway,Miami Heat,All-NBA,1,1996-97,,,1610612748,Award,Kia Motors,KIANT,
896,Tim,Hardaway,Miami Heat,All-NBA,2,1997-98,,,1610612748,Award,Kia Motors,KIANT,
896,Tim,Hardaway,Miami Heat,All-NBA,2,1998-99,,,1610612748,Award,Kia Motors,KIANT,
896,Tim,Hardaway,Golden State Warriors,All-Rookie Team,1,1989-90,,,1610612744,Award,Kia Motors,KIART,
896,Tim,Hardaway,Golden State Warriors,NBA Player of the Week,,1989-90,,1990-02-04T00:00:00,,Award,Kia Motors,KIPWK,
896,Tim,Hardaway,Golden State Warriors,NBA Player of the Week,,1990-91,,1991-01-20T00:00:00,,Award,Kia Motors,KIPWK,
896,Tim,Hardaway,Golden State Warriors,NBA Player of the Week,,1991-92,,1992-01-19T00:00:00,,Award,Kia Motors,KIPWK,
896,Tim,Hardaway,Golden State Warriors,NBA Player of the Week,,1991-92,,1992-02-23T00:00:00,,Award,Kia Motors,KIPWK,
896,Tim,Hardaway,Golden State Warriors,NBA Player of the Week,,1994-95,,1994-11-13T00:00:00,,Award,Kia Motors,KIPWK,
896,Tim,Hardaway,Miami Heat,NBA Player of the Week,,1996-97,,1996-12-29T00:00:00,,Award,Kia Motors,KIPWK,
896,Tim,Hardaway,USA,Olympic Gold Medal,,2000,,,,Award,Olympic,Gold,
896,Tim,Hardaway,,NBA All-Star,,1996-97,,,,Award,All-Star,,
896,Tim,Hardaway,,NBA All-Star,,1997-98,,,,Award,All-Star,,
896,Tim,Hardaway,,NBA All-Star,,1990-91,,,,Award,All-Star,,
896,Tim,Hardaway,,NBA All-Star,,1991-92,,,,Award,All-Star,,
896,Tim,Hardaway,,NBA All-Star,,1992-93,,,,Award,All-Star,,
898,Blue,Edwards,Utah Jazz,All-Rookie Team,2,1989-90,,,1610612762,Award,Kia Motors,KIART,
899,Mark,Price,Cleveland Cavaliers,All-NBA,3,1988-89,,,1610612739,Award,Kia Motors,KIANT,
899,Mark,Price,Cleveland Cavaliers,All-NBA,3,1991-92,,,1610612739,Award,Kia Motors,KIANT,
899,Mark,Price,Cleveland Cavaliers,All-NBA,1,1992-93,,,1610612739,Award,Kia Motors,KIANT,
899,Mark,Price,Cleveland Cavaliers,All-NBA,3,1993-94,,,1610612739,Award,Kia Motors,KIANT,
899,Mark,Price,,NBA All-Star,,1988-89,,,,Award,All-Star,,
899,Mark,Price,,NBA All-Star,,1991-92,,,,Award,All-Star,,
899,Mark,Price,,NBA All-Star,,1992-93,,,,Award,All-Star,,
899,Mark,Price,,NBA All-Star,,1993-94,,,,Award,All-Star,,
1631105,Jalen,Duren,Detroit Pistons,All-Rookie Team,2,2022-23,,,East,Award,Kia Motors,KIART,
901,Otis,Thorpe,Sacramento Kings,NBA Player of the Week,,1986-87,,1987-01-18T00:00:00,,Award,Kia Motors,KIPWK,
901,Otis,Thorpe,Houston Rockets,NBA Player of the Week,,1990-91,,1991-02-03T00:00:00,,Award,Kia Motors,KIPWK,
901,Otis,Thorpe,,NBA All-Star,,1991-92,,,,Award,All-Star,,
901,Otis,Thorpe,Houston Rockets,NBA Champion,,1993-94,,,,Award,Champion,,
902,Bimbo,Coles,USA,Olympic Bronze Medal,,1988,,,,Award,Olympic,Bronze,
904,Chris,Mullin,Golden State Warriors,All-NBA,2,1988-89,,,1610612744,Award,Kia Motors,KIANT,
904,Chris,Mullin,Golden State Warriors,All-NBA,3,1989-90,,,1610612744,Award,Kia Motors,KIANT,
904,Chris,Mullin,Golden State Warriors,All-NBA,2,1990-91,,,1610612744,Award,Kia Motors,KIANT,
904,Chris,Mullin,Golden State Warriors,All-NBA,1,1991-92,,,1610612744,Award,Kia Motors,KIANT,
904,Chris,Mullin,,Hall of Fame Inductee,,2011,,,,Award,Hall of Fame,,
904,Chris,Mullin,Golden State Warriors,NBA Player of the Month,,1988-89,01/01/1989,,,Award,Kia Motors,KIPMO,
904,Chris,Mullin,Golden State Warriors,NBA Player of the Month,,1990-91,11/01/1990,,,Award,Kia Motors,KIPMO,
904,Chris,Mullin,Golden State Warriors,NBA Player of the Week,,1988-89,,1989-01-22T00:00:00,,Award,Kia Motors,KIPWK,
904,Chris,Mullin,Golden State Warriors,NBA Player of the Week,,1989-90,,1989-12-17T00:00:00,,Award,Kia Motors,KIPWK,
904,Chris,Mullin,Golden State Warriors,NBA Player of the Week,,1990-91,,1990-11-11T00:00:00,,Award,Kia Motors,KIPWK,
904,Chris,Mullin,Golden State Warriors,NBA Player of the Week,,1991-92,,1991-11-10T00:00:00,,Award,Kia Motors,KIPWK,
904,Chris,Mullin,USA,Olympic Gold Medal,,1984,,,,Award,Olympic,Gold,
904,Chris,Mullin,USA,Olympic Gold Medal,,1992,,,,Award,Olympic,Gold,
904,Chris,Mullin,,NBA All-Star,,1988-89,,,,Award,All-Star,,
904,Chris,Mullin,,NBA All-Star,,1989-90,,,,Award,All-Star,,
904,Chris,Mullin,,NBA All-Star,,1990-91,,,,Award,All-Star,,
904,Chris,Mullin,,NBA All-Star,,1991-92,,,,Award,All-Star,,
904,Chris,Mullin,,NBA All-Star,,1992-93,,,,Award,All-Star,,
905,Dale,Davis,,NBA All-Star,,1999-00,,,,Award,All-Star,,
913,Larry,Johnson,Charlotte Hornets,All-NBA,2,1992-93,,,1610612740,Award,Kia Motors,KIANT,
913,Larry,Johnson,Charlotte Hornets,All-Rookie Team,1,1991-92,,,1610612740,Award,Kia Motors,KIART,
913,Larry,Johnson,Charlotte Hornets,NBA Player of the Week,,1991-92,,1992-03-22T00:00:00,,Award,Kia Motors,KIPWK,
913,Larry,Johnson,New Orleans Hornets,NBA Player of the Week,,1992-93,,1993-02-14T00:00:00,,Award,Kia Motors,KIPWK,
913,Larry,Johnson,New Orleans Hornets,NBA Player of the Week,,1992-93,,1993-04-25T00:00:00,,Award,Kia Motors,KIPWK,
913,Larry,Johnson,New Orleans Hornets,NBA Player of the Week,,1994-95,,1995-01-15T00:00:00,,Award,Kia Motors,KIPWK,
913,Larry,Johnson,Charlotte Hornets,NBA Rookie of the Month,,1991-92,02/01/1992,,,Award,Kia Motors,KIRMO,
913,Larry,Johnson,Charlotte Hornets,NBA Rookie of the Month,,1991-92,03/01/1992,,,Award,Kia Motors,KIRMO,
913,Larry,Johnson,Charlotte Hornets,NBA Rookie of the Month,,1991-92,12/01/1991,,,Award,Kia Motors,KIRMO,
913,Larry,Johnson,Charlotte Hornets,NBA Rookie of the Year,,1991-92,,,,Award,Kia Motors,KIROY,
913,Larry,Johnson,Charlotte Hornets,NBA Sporting News Rookie of the Year,,1991-92,,,,Award,Sporting News,SNROY,
913,Larry,Johnson,,NBA All-Star,,1992-93,,,,Award,All-Star,,
913,Larry,Johnson,,NBA All-Star,,1994-95,,,,Award,All-Star,,
914,Stanley,Roberts,Orlando Magic,All-Rookie Team,2,1991-92,,,1610612753,Award,Kia Motors,KIART,
915,Rodney,Rogers,Phoenix Suns,NBA Sixth Man of the Year,,1999-00,,,,Award,Sporting News,KISMY,
919,Loy,Vaught,Los Angeles Clippers,NBA Player of the Week,,1996-97,,1997-03-02T00:00:00,,Award,Kia Motors,KIPWK,
920,AC,Green,Los Angeles Lakers,All-Defensive Team,2,1988-89,,,1610612747,Award,Kia Motors,KIADT,
920,A.C.,Green,,NBA All-Star,,1989-90,,,,Award,All-Star,,
920,A.C.,Green,Los Angeles Lakers,NBA Champion,,1986-87,,,,Award,Champion,,
920,A.C.,Green,Los Angeles Lakers,NBA Champion,,1987-88,,,,Award,Champion,,
920,A.C.,Green,Los Angeles Lakers,NBA Champion,,1999-00,,,,Award,Champion,,
922,Elden,Campbell,Detroit Pistons,NBA Champion,,2003-04,,,,Award,Champion,,
923,Donyell,Marshall,Golden State Warriors,All-Rookie Team,2,1994-95,,,1610612744,Award,Kia Motors,KIART,
927,John,Salley,Chicago Bulls,NBA Champion,,1995-96,,,,Award,Champion,,
927,John,Salley,Detroit Pistons,NBA Champion,,1988-89,,,,Award,Champion,,
927,John,Salley,Detroit Pistons,NBA Champion,,1989-90,,,,Award,Champion,,
927,John,Salley,Los Angeles Lakers,NBA Champion,,1999-00,,,,Award,Champion,,
1631128,Christian,Braun,Denver Nuggets,NBA Champion,,2022-23,,,,Award,Champion,,
931,Don,MacLean,Washington Bullets,NBA Most Improved Player,,1993-94,,,,Award,Kia Motors,KIMIP,
932,Oliver,Miller,Phoenix Suns,NBA Player of the Week,,1993-94,,1994-01-02T00:00:00,,Award,Kia Motors,KIPWK,
934,Derrick,Coleman,New Jersey Nets,All-NBA,3,1992-93,,,1610612751,Award,Kia Motors,KIANT,
934,Derrick,Coleman,New Jersey Nets,All-NBA,3,1993-94,,,1610612751,Award,Kia Motors,KIANT,
934,Derrick,Coleman,New Jersey Nets,All-Rookie Team,1,1990-91,,,1610612751,Award,Kia Motors,KIART,
934,Derrick,Coleman,New Jersey Nets,NBA Rookie of the Month,,1990-91,01/01/1991,,,Award,Kia Motors,KIRMO,
934,Derrick,Coleman,New Jersey Nets,NBA Rookie of the Month,,1990-91,04/01/1991,,,Award,Kia Motors,KIRMO,
934,Derrick,Coleman,New Jersey Nets,NBA Rookie of the Month,,1990-91,11/01/1990,,,Award,Kia Motors,KIRMO,
934,Derrick,Coleman,New Jersey Nets,NBA Rookie of the Year,,1990-91,,,,Award,Kia Motors,KIROY,
934,Derrick,Coleman,New Jersey Nets,NBA Sporting News Rookie of the Year,,1990-91,,,,Award,Sporting News,SNROY,
934,Derrick,Coleman,,NBA All-Star,,1993-94,,,,Award,All-Star,,
937,Scottie,Pippen,Chicago Bulls,All-Defensive Team,2,1990-91,,,1610612741,Award,Kia Motors,KIADT,
937,Scottie,Pippen,Chicago Bulls,All-Defensive Team,1,1991-92,,,1610612741,Award,Kia Motors,KIADT,
937,Scottie,Pippen,Chicago Bulls,All-Defensive Team,1,1992-93,,,1610612741,Award,Kia Motors,KIADT,
937,Scottie,Pippen,Chicago Bulls,All-Defensive Team,1,1993-94,,,1610612741,Award,Kia Motors,KIADT,
937,Scottie,Pippen,Chicago Bulls,All-Defensive Team,1,1994-95,,,1610612741,Award,Kia Motors,KIADT,
937,Scottie,Pippen,Chicago Bulls,All-Defensive Team,1,1995-96,,,1610612741,Award,Kia Motors,KIADT,
937,Scottie,Pippen,Chicago Bulls,All-Defensive Team,1,1996-97,,,1610612741,Award,Kia Motors,KIADT,
937,Scottie,Pippen,Chicago Bulls,All-Defensive Team,1,1997-98,,,1610612741,Award,Kia Motors,KIADT,
937,Scottie,Pippen,Chicago Bulls,All-Defensive Team,1,1998-99,,,1610612741,Award,Kia Motors,KIADT,
937,Scottie,Pippen,Portland Trail Blazers,All-Defensive Team,2,1999-00,,,1610612757,Award,Kia Motors,KIADT,
937,Scottie,Pippen,Chicago Bulls,All-NBA,2,1991-92,,,1610612741,Award,Kia Motors,KIANT,
937,Scottie,Pippen,Chicago Bulls,All-NBA,3,1992-93,,,1610612741,Award,Kia Motors,KIANT,
937,Scottie,Pippen,Chicago Bulls,All-NBA,1,1993-94,,,1610612741,Award,Kia Motors,KIANT,
937,Scottie,Pippen,Chicago Bulls,All-NBA,1,1994-95,,,1610612741,Award,Kia Motors,KIANT,
937,Scottie,Pippen,Chicago Bulls,All-NBA,1,1995-96,,,1610612741,Award,Kia Motors,KIANT,
937,Scottie,Pippen,Chicago Bulls,All-NBA,2,1996-97,,,1610612741,Award,Kia Motors,KIANT,
937,Scottie,Pippen,Chicago Bulls,All-NBA,3,1997-98,,,1610612741,Award,Kia Motors,KIANT,
937,Scottie,Pippen,,Hall of Fame Inductee,,2010,,,,Award,Hall of Fame,,
937,Scottie,Pippen,Chicago Bulls,NBA All-Star Most Valuable Player,,1993-94,,,,Award,Kia Motors,KAMVP,
937,Scottie,Pippen,Chicago Bulls,NBA Player of the Month,,1993-94,04/01/1994,,,Award,Kia Motors,KIPMO,
937,Scottie,Pippen,Chicago Bulls,NBA Player of the Month,,1995-96,12/01/1995,,,Award,Kia Motors,KIPMO,
937,Scottie,Pippen,Chicago Bulls,NBA Player of the Week,,1991-92,,1991-12-29T00:00:00,,Award,Kia Motors,KIPWK,
937,Scottie,Pippen,Chicago Bulls,NBA Player of the Week,,1993-94,,1993-12-26T00:00:00,,Award,Kia Motors,KIPWK,
937,Scottie,Pippen,Chicago Bulls,NBA Player of the Week,,1993-94,,1994-04-17T00:00:00,,Award,Kia Motors,KIPWK,
937,Scottie,Pippen,Chicago Bulls,NBA Player of the Week,,1995-96,,1995-12-17T00:00:00,,Award,Kia Motors,KIPWK,
937,Scottie,Pippen,Chicago Bulls,NBA Player of the Week,,1996-97,,1997-02-23T00:00:00,,Award,Kia Motors,KIPWK,
937,Scottie,Pippen,USA,Olympic Gold Medal,,1992,,,,Award,Olympic,Gold,
937,Scottie,Pippen,USA,Olympic Gold Medal,,1996,,,,Award,Olympic,Gold,
937,Scottie,Pippen,,NBA All-Star,,1989-90,,,,Award,All-Star,,
937,Scottie,Pippen,,NBA All-Star,,1991-92,,,,Award,All-Star,,
937,Scottie,Pippen,,NBA All-Star,,1992-93,,,,Award,All-Star,,
937,Scottie,Pippen,,NBA All-Star,,1993-94,,,,Award,All-Star,,
937,Scottie,Pippen,,NBA All-Star,,1994-95,,,,Award,All-Star,,
937,Scottie,Pippen,,NBA All-Star,,1995-96,,,,Award,All-Star,,
937,Scottie,Pippen,,NBA All-Star,,1996-97,,,,Award,All-Star,,
937,Scottie,Pippen,Chicago Bulls,NBA Champion,,1990-91,,,,Award,Champion,,
937,Scottie,Pippen,Chicago Bulls,NBA Champion,,1991-92,,,,Award,Champion,,
937,Scottie,Pippen,Chicago Bulls,NBA Champion,,1992-93,,,,Award,Champion,,
937,Scottie,Pippen,Chicago Bulls,NBA Champion,,1995-96,,,,Award,Champion,,
937,Scottie,Pippen,Chicago Bulls,NBA Champion,,1996-97,,,,Award,Champion,,
937,Scottie,Pippen,Chicago Bulls,NBA Champion,,1997-98,,,,Award,Champion,,
938,Rony,Seikaly,Miami Heat,NBA Most Improved Player,,1989-90,,,,Award,Kia Motors,KIMIP,
938,Rony,Seikaly,Miami Heat,NBA Player of the Week,,1989-90,,1990-03-11T00:00:00,,Award,Kia Motors,KIPWK,
938,Rony,Seikaly,Miami Heat,NBA Player of the Week,,1992-93,,1993-03-07T00:00:00,,Award,Kia Motors,KIPWK,
947,Allen,Iverson,Philadelphia 76ers,All-NBA,1,1998-99,,,1610612755,Award,Kia Motors,KIANT,
947,Allen,Iverson,Philadelphia 76ers,All-NBA,2,1999-00,,,1610612755,Award,Kia Motors,KIANT,
947,Allen,Iverson,Philadelphia 76ers,All-NBA,1,2000-01,,,1610612755,Award,Kia Motors,KIANT,
947,Allen,Iverson,Philadelphia 76ers,All-NBA,2,2001-02,,,1610612755,Award,Kia Motors,KIANT,
947,Allen,Iverson,Philadelphia 76ers,All-NBA,2,2002-03,,,1610612755,Award,Kia Motors,KIANT,
947,Allen,Iverson,Philadelphia 76ers,All-NBA,1,2004-05,,,1610612755,Award,Kia Motors,KIANT,
947,Allen,Iverson,Philadelphia 76ers,All-NBA,3,2005-06,,,1610612755,Award,Kia Motors,KIANT,
947,Allen,Iverson,Philadelphia 76ers,All-Rookie Team,1,1996-97,,,1610612755,Award,Kia Motors,KIART,
947,Allen,Iverson,,Hall of Fame Inductee,,2016,,,,Award,Hall of Fame,,
947,Allen,Iverson,Philadelphia 76ers,NBA All-Star Most Valuable Player,,2000-01,,,,Award,Kia Motors,KAMVP,
947,Allen,Iverson,Philadelphia 76ers,NBA All-Star Most Valuable Player,,2004-05,,,,Award,Kia Motors,KAMVP,
947,Allen,Iverson,Philadelphia 76ers,NBA Most Valuable Player,,2000-01,,,,Award,Kia Motors,KIMVP,
947,Allen,Iverson,Philadelphia 76ers,NBA Player of the Month,,1998-99,02/01/1999,,,Award,Kia Motors,KIPMO,
947,Allen,Iverson,Philadelphia 76ers,NBA Player of the Month,,2000-01,01/01/2001,,,Award,Kia Motors,KIPMO,
947,Allen,Iverson,Philadelphia 76ers,NBA Player of the Month,,2001-02,01/01/2002,,East,Award,Kia Motors,KIPMO,
947,Allen,Iverson,Philadelphia 76ers,NBA Player of the Month,,2004-05,04/01/2005,,East,Award,Kia Motors,KIPMO,
947,Allen,Iverson,Philadelphia 76ers,NBA Player of the Week,,1996-97,,1997-04-13T00:00:00,,Award,Kia Motors,KIPWK,
947,Allen,Iverson,Philadelphia 76ers,NBA Player of the Week,,1997-98,,1998-01-18T00:00:00,,Award,Kia Motors,KIPWK,
947,Allen,Iverson,Philadelphia 76ers,NBA Player of the Week,,2000-01,,2001-01-07T00:00:00,,Award,Kia Motors,KIPWK,
947,Allen,Iverson,Philadelphia 76ers,NBA Player of the Week,,2000-01,,2001-02-18T00:00:00,,Award,Kia Motors,KIPWK,
947,Allen,Iverson,Philadelphia 76ers,NBA Player of the Week,,2001-02,,2001-11-18T00:00:00,East,Award,Kia Motors,KIPWK,
947,Allen,Iverson,Philadelphia 76ers,NBA Player of the Week,,2001-02,,2002-01-20T00:00:00,East,Award,Kia Motors,KIPWK,
947,Allen,Iverson,Philadelphia 76ers,NBA Player of the Week,,2001-02,,2002-01-27T00:00:00,East,Award,Kia Motors,KIPWK,
947,Allen,Iverson,Philadelphia 76ers,NBA Player of the Week,,2001-02,,2002-03-03T00:00:00,East,Award,Kia Motors,KIPWK,
947,Allen,Iverson,Philadelphia 76ers,NBA Player of the Week,,2002-03,,2002-11-24T00:00:00,East,Award,Kia Motors,KIPWK,
947,Allen,Iverson,Philadelphia 76ers,NBA Player of the Week,,2002-03,,2002-12-01T00:00:00,East,Award,Kia Motors,KIPWK,
947,Allen,Iverson,Philadelphia 76ers,NBA Player of the Week,,2002-03,,2003-03-16T00:00:00,East,Award,Kia Motors,KIPWK,
947,Allen,Iverson,Philadelphia 76ers,NBA Player of the Week,,2003-04,,2003-11-16T00:00:00,East,Award,Kia Motors,KIPWK,
947,Allen,Iverson,Philadelphia 76ers,NBA Player of the Week,,2004-05,,2004-12-26T00:00:00,East,Award,Kia Motors,KIPWK,
947,Allen,Iverson,Philadelphia 76ers,NBA Player of the Week,,2004-05,,2005-02-13T00:00:00,East,Award,Kia Motors,KIPWK,
947,Allen,Iverson,Philadelphia 76ers,NBA Player of the Week,,2004-05,,2005-03-06T00:00:00,East,Award,Kia Motors,KIPWK,
